uid,total_facebook_statuses,account_membership_period,service_support_calls,number_of_snaps,total_whatsapp_charge,sub_country_code,total_twitter_tweets,country,total_email_characters,email_plan,total_whatsapp_msg_characters,social_account_number,total_whatsapp_msgs,total_facebook_charge,total_twitter_charge,snapchat_plan,total_email_charge,total_twitter_tweet_characters,total_emails,total_facebook_status_characters,turn_anti_social
1224,85,204,6,0,7.94,415,95,NY,5.9,no,176.4,371-9414,96,29.63,21.6,no,1.59,254.1,3,174.3,0
1225,100,66,0,35,,415,93,TX,8.9,no,209.5,402-3886,108,32.44,22.21,yes,2.4,261.3,6,190.8,0
1226,125,102,0,0,,415,126,OH,12,no,304.3,342-6316,101,19.52,6.96,no,3.24,81.9,4,114.8,0
1227,73,54,0,33,6.93,415,58,CT,,no,153.9,387-4064,76,27.51,23.21,yes,3.7,273,4,161.8,0
1228,101,103,4,35,3.93,510,81,MT,13.9,no,87.4,342-1004,77,18.79,17.71,yes,3.75,208.3,2,110.5,1
1229,101,86,0,41,10.66,510,134,MI,9.5,no,236.9,349-2808,58,20.23,19.55,yes,2.57,230,3,119,0
1230,69,143,1,24,10.57,408,116,KS,11.6,no,234.9,407-2081,138,31.72,18.87,yes,3.13,222,5,186.6,0
1231,101,116,1,0,9.45,415,95,SD,10,no,210.1,365-5629,87,10.83,16.64,no,2.7,,6,63.7,0
1232,129,131,1,0,,415,107,KY,9.9,no,257.2,400-4020,93,28.31,17.87,no,2.67,210.2,5,166.5,0
1233,88,137,2,0,13.05,408,86,KS,14.5,no,289.9,352-8202,84,35,17.79,no,3.92,209.3,4,205.9,0
1234,113,113,1,0,9.49,510,80,VT,9.9,no,211,359-7648,87,35.22,21.76,no,2.67,256,1,207.2,0
1235,74,92,3,0,9.79,415,119,FL,13.7,no,217.5,349-9566,80,34.32,19.28,no,3.7,226.8,6,201.9,0
1236,83,122,3,29,7.56,408,93,MA,8.4,no,168,371-3498,95,33.22,22.8,yes,2.27,268.2,6,195.4,0
1237,92,185,1,0,7.11,408,115,CA,10.8,no,158.1,358-4036,79,23.73,21.27,no,2.92,250.2,4,139.6,0
1238,105,87,4,0,11.22,510,102,DE,7.4,no,249.4,374-6966,80,43.55,13.66,no,2,160.7,2,256.2,0
1239,93,116,2,0,7.57,510,111,ME,8.8,no,168.2,328-2478,91,38.98,15.68,no,2.38,184.5,3,229.3,0
1240,94,120,1,0,10.73,510,106,CA,6.7,no,238.4,339-7602,109,22.92,17.35,no,1.81,204.1,8,134.8,0
1241,75,60,2,31,,510,135,NY,,no,200.5,328-4231,62,32.61,22.76,yes,3.46,267.8,3,191.8,0
1242,104,106,2,37,,415,99,NC,10.6,no,140.1,419-3196,90,38,19.98,yes,2.86,235.1,5,223.5,0
1243,72,150,2,35,9.62,415,170,NY,8.8,no,213.8,421-6268,105,23.73,28.29,yes,2.38,332.8,2,139.6,0
1244,82,105,2,0,,510,111,TN,10.9,no,157,366-2622,74,20.28,15.73,no,2.94,185.1,4,119.3,0
1245,132,139,1,0,,415,86,UT,12.6,no,170.3,340-7062,128,28.05,21.22,no,3.4,249.7,8,165,0
1246,115,96,5,0,12.13,415,46,OK,11.5,no,269.5,362-4596,87,44.27,12.41,no,3.11,146,4,260.4,0
1247,84,128,1,0,9.29,510,95,NC,10.1,no,206.4,417-5067,68,31.84,23.02,no,2.73,270.8,5,187.3,0
1248,101,131,4,26,11.49,510,97,ME,,yes,255.3,353-7292,127,49.79,16.97,yes,3.73,199.7,7,292.9,1
1249,99,60,3,0,9.51,408,62,CO,11.2,no,211.3,351-6552,79,21.27,21.15,no,3.02,248.8,3,125.1,0
1250,102,75,2,0,12.83,415,86,KY,5.7,no,285.1,341-1191,100,53.48,14.43,no,1.54,169.8,3,,1
1251,101,108,1,0,9.72,510,126,SC,12.6,no,216.1,393-7522,107,31.86,16.99,no,3.4,199.9,8,187.4,0
1252,102,112,1,0,8.76,415,117,RI,9.8,no,194.7,405-7467,110,28.66,25.33,no,2.65,298,5,168.6,0
1253,127,212,2,0,8.15,415,83,SC,12.6,no,181.2,336-8343,132,38.42,25.89,no,3.4,304.6,4,226,1
1254,120,124,4,0,9.64,510,111,LA,7.8,no,214.3,348-4316,91,24.36,19.61,no,2.11,230.7,2,143.3,1
1255,90,54,2,33,6.76,510,112,WV,11.3,no,150.3,353-2450,83,19.04,17.68,yes,3.05,208,4,112,0
1256,122,90,2,0,11.39,415,154,MD,10.1,no,253.1,353-3203,109,19.45,10.85,no,2.73,127.7,5,114.4,0
1257,96,212,1,0,13.63,415,80,CT,7.6,no,302.8,366-6751,102,21.42,12.27,no,2.05,144.3,3,126,0
1258,98,114,0,31,6.81,415,105,DE,13,no,151.3,347-4626,101,37.88,15.34,yes,3.51,180.5,4,222.8,0
1259,91,94,2,0,10.12,415,107,NY,13.6,no,224.8,363-1123,108,32.37,7.82,no,3.67,92,17,190.4,0
1260,115,169,3,0,,408,123,OH,7.2,no,142.1,401-5169,103,25.02,13.76,no,1.94,161.9,6,,0
1261,101,60,2,0,10.93,408,115,NJ,11.7,no,242.8,335-2967,76,49.27,21.73,no,3.16,255.6,4,289.8,1
1262,85,109,2,0,13.41,415,131,AZ,9.7,yes,297.9,404-3106,84,45.63,12.8,no,2.62,150.6,8,268.4,1
1263,122,86,2,39,6.97,510,101,MS,12.7,no,154.9,382-4084,101,44.4,18.21,yes,3.43,214.2,5,261.2,0
1264,112,71,1,0,8.03,415,96,IL,12.1,no,178.4,397-8051,61,35.19,14.77,no,3.27,173.8,3,207,0
1265,127,123,1,27,7.79,415,105,OK,12.5,no,173.2,393-3635,124,33.78,21.17,yes,3.38,249,5,198.7,0
1266,116,88,1,0,9.91,415,119,TN,10.5,no,220.3,332-3617,96,30.86,15.9,no,2.84,187,7,181.5,0
1267,94,125,1,0,10.73,408,83,MD,8.6,no,238.4,349-6464,114,23.31,17.83,no,2.32,209.8,4,,0
1268,97,143,2,0,8.47,415,108,MT,,no,188.2,387-6440,119,29.29,14.79,no,3.51,174,4,172.3,0
1269,121,141,0,0,10.75,510,125,PA,8.2,no,238.8,414-6739,112,24.91,14.44,no,2.21,169.9,5,146.5,0
1270,63,48,2,22,11.84,510,131,NJ,15.7,no,263.2,408-4529,109,25.84,22,yes,4.24,258.8,5,152,1
1271,121,13,1,0,7.15,415,64,LA,11.9,no,159,388-9653,115,9.93,22.29,no,3.21,262.2,5,,0
1272,105,118,0,42,12.18,415,105,NM,10.4,no,270.6,372-8925,105,25.28,14.22,yes,2.81,,7,148.7,0
1273,97,64,3,0,9.67,408,97,IN,10.4,no,214.9,350-1126,89,19.35,16.35,no,2.81,192.3,1,113.8,0
1274,134,148,1,0,11.32,415,92,OR,,no,251.6,394-3791,91,14.67,20.96,no,3.05,246.6,4,86.3,0
1275,85,103,1,24,12.07,408,102,MO,6.9,no,268.3,372-9816,81,19.01,20.37,yes,1.86,239.6,4,,0
1276,88,30,0,0,8.63,510,100,MI,12.5,no,191.7,391-6607,134,38.66,15.51,no,3.38,182.5,3,227.4,0
1277,105,101,1,0,9.45,510,75,AK,8.5,no,210,411-4940,93,29.73,22.27,no,2.3,262,5,174.9,0
1278,85,139,2,43,6.66,415,82,NJ,8.3,no,148,376-2408,105,39.27,18.9,yes,2.24,222.3,5,,0
1279,112,86,1,0,10.26,415,81,IN,,no,228.1,365-5039,97,28.25,21.7,no,1.46,255.3,7,166.2,0
1280,107,159,5,0,9.6,510,91,OK,16.5,no,213.3,333-3460,120,33.8,16.62,no,4.46,,7,198.8,0
1281,122,85,1,0,9.88,415,123,VT,11.5,no,219.6,334-6605,50,29.99,19.12,no,3.11,224.9,1,176.4,0
1282,83,106,0,0,9.48,415,114,DE,,no,210.6,419-3167,113,21.86,11.39,no,3.08,134,2,128.6,0
1283,65,87,3,22,9.36,415,115,WY,8.5,no,208.1,341-9443,109,44.85,8.79,yes,2.3,,3,263.8,0
1284,88,164,1,25,,408,99,MO,14.3,no,50.1,400-3497,60,37.25,12.88,yes,3.86,151.5,6,219.1,0
1285,107,122,1,37,9,415,118,NY,11.6,no,200,403-9468,85,27.71,26.59,yes,3.13,312.8,5,,0
1286,94,100,2,0,6.95,415,95,MN,11.6,yes,154.4,399-2151,102,27.18,15.29,no,3.13,179.9,2,,1
1287,112,118,0,0,9.36,415,60,ID,7.9,no,207.9,335-3320,155,23.87,15.9,no,2.13,187.1,1,140.4,0
1288,84,136,3,27,6.56,408,147,NJ,10,no,145.7,402-7650,110,31.91,18.79,yes,2.7,221,4,187.7,0
1289,80,132,1,0,,510,90,ND,6.2,no,87.5,372-1824,90,27.74,14.25,no,1.67,167.6,10,163.2,0
1290,99,56,4,0,11.5,415,78,CT,14.8,no,255.5,406-3069,115,27.59,12.67,no,4,149.1,1,162.3,1
1291,70,93,1,0,7.59,415,99,NM,,no,168.6,334-7618,112,40.77,21.4,no,2.94,251.8,10,239.8,0
1292,70,168,2,22,7.85,415,105,SD,7.3,no,174.5,369-6204,81,29.9,17.99,yes,1.97,211.7,5,175.9,0
1293,123,61,1,0,10.56,415,127,MD,9,no,234.7,370-2688,70,44.2,17.89,no,2.43,210.5,3,260,1
1294,120,99,1,0,11.9,415,92,DE,6,no,264.4,416-6628,94,43.25,13.54,no,1.62,159.3,5,254.4,0
1295,106,127,1,0,9.32,415,168,FL,5.9,no,207.2,416-1676,119,45.32,22.51,no,1.59,264.8,2,266.6,1
1296,96,99,3,0,8.93,510,130,AK,12.4,no,198.4,401-7334,117,40.53,20.95,no,3.35,246.5,4,238.4,0
1297,81,138,1,0,8.71,408,115,IL,11.6,yes,193.5,405-2209,96,45.63,14.82,no,3.13,,4,268.4,0
1298,82,124,1,0,13.75,415,119,CT,11.3,no,305.5,332-3642,101,22.41,24.17,no,3.05,284.3,2,131.8,0
1299,93,74,2,0,,415,120,CO,9.1,no,241.8,394-6278,95,38.28,18.28,no,2.46,215.1,2,225.2,0
1300,116,160,0,0,7.15,408,95,WY,10.9,no,159,338-7232,54,14.06,16.54,no,2.94,194.6,9,82.7,0
1301,82,34,2,0,,510,98,AR,10,no,311.5,353-7289,78,21.22,23.99,no,2.7,282.2,4,124.8,0
1302,105,98,2,29,11.16,510,101,OH,6.6,no,248.1,347-6393,108,18.89,18.52,yes,1.78,217.9,3,111.1,0
1303,94,102,0,0,8.57,408,100,AZ,10.1,no,190.4,334-1339,120,26.86,17.67,no,2.73,207.9,10,158,0
1304,113,93,2,19,3.2,510,105,CA,12.5,no,71.1,368-6488,95,23.26,15.26,yes,3.38,179.5,3,136.8,0
1305,109,73,0,0,8.17,415,83,WI,10,no,181.5,419-4894,91,26.71,22.85,no,2.7,268.8,8,157.1,0
1306,89,105,0,28,7.55,510,114,OK,14.7,yes,167.7,405-4109,95,26.54,9.1,yes,3.97,107.1,3,156.1,1
1307,117,150,1,0,10.92,415,89,HI,,no,242.6,370-1465,99,36.38,16.35,no,2.13,192.4,4,214,0
1308,105,91,1,39,6.5,415,116,DC,10.9,no,144.4,384-7873,92,28.87,5.54,yes,2.94,65.2,4,169.8,0
1309,55,111,3,0,7.34,415,83,WY,8.7,no,163.2,371-5556,116,24.85,22.23,no,2.35,261.5,3,146.2,0
1310,117,160,1,0,7.22,408,129,OK,,no,160.4,350-4820,121,28.29,26.95,no,2.7,317,2,166.4,0
1311,66,62,1,0,3.51,415,108,WI,,no,77.9,383-6373,74,47.77,13.65,no,0,160.6,0,281,0
1312,113,112,0,30,5.98,408,96,NY,13.3,no,132.8,396-7687,99,10.3,14.1,yes,3.59,165.9,7,60.6,0
1313,95,110,0,0,9.27,415,98,AK,6.9,no,206,394-4548,106,25.23,16.47,no,1.86,193.8,6,148.4,0
1314,71,84,2,0,,408,88,OH,6.6,yes,196.9,375-9999,89,50.9,5.26,no,1.78,61.9,7,299.4,0
1315,96,75,1,28,7.63,510,111,DE,,no,169.6,419-9509,153,34.1,13.95,yes,0.68,164.1,5,200.6,0
1316,89,140,0,0,11.23,408,65,PA,16.3,no,249.6,336-7143,85,19.18,13.32,no,4.4,156.7,6,112.8,0
1317,85,221,0,24,9.26,510,92,SD,2.4,no,205.7,365-2192,103,30.69,19.05,yes,0.65,224.1,3,180.5,0
1318,81,21,1,0,12.67,415,117,NY,6.6,no,281.5,335-2274,87,41.6,14.28,no,1.78,,1,,0
1319,119,95,0,0,8.17,408,70,AL,14,no,181.5,333-7225,120,32.33,13.35,no,3.78,157.1,6,190.2,0
1320,86,130,0,0,7.72,408,110,NH,10.4,no,171.5,390-4003,139,11.63,16.43,no,2.81,193.3,4,68.4,0
1321,110,141,0,0,11.41,415,111,VA,12,no,253.5,417-4885,103,36.91,20.53,no,3.24,241.5,6,217.1,0
1322,86,96,1,0,7.31,408,88,ID,12.2,no,162.5,363-3295,117,28.99,23.59,no,3.29,277.5,6,170.5,0
1323,61,138,2,0,6.58,510,60,RI,11,yes,146.2,411-6823,114,48.65,15.91,no,2.97,187.2,4,286.2,1
1324,122,69,2,0,9.71,510,81,ME,9.7,no,215.8,368-3808,80,33.01,20.58,no,2.62,242.1,3,,0
1325,78,93,1,0,11.17,415,129,RI,14.2,no,248.2,406-5584,114,16.73,21.22,no,3.83,249.6,4,98.4,0
1326,99,88,5,0,8.29,510,128,WV,7.9,no,184.2,421-1326,83,22.36,14.86,no,2.13,,2,131.5,1
1327,106,38,2,25,5.7,415,109,MS,13.4,no,126.6,420-8953,117,24.21,26.66,yes,3.62,313.7,6,142.4,0
1328,78,161,1,0,8.3,415,117,WY,1.3,yes,184.5,406-1349,137,32.23,22.73,no,0.35,267.4,6,189.6,0
1329,72,109,0,0,10.62,415,120,MO,11.9,no,236,389-4695,68,34.02,25.58,no,3.21,300.9,5,200.1,0
1330,88,122,2,0,10.29,415,109,MN,,no,228.6,421-2659,119,18.34,20.04,no,2.57,,3,107.9,0
1331,102,73,1,0,8.61,415,114,IA,11.1,no,191.4,409-4462,120,23.31,17.92,no,3,210.8,4,137.1,0
1332,86,128,4,0,13.42,510,102,CO,14.3,no,298.2,410-4613,82,33.88,16.56,no,3.86,194.8,2,199.3,0
1333,113,74,0,25,10.86,415,82,TN,13.7,no,241.4,400-4344,77,39.85,22.6,yes,3.7,265.9,4,234.4,0
1334,107,73,2,28,8.96,510,123,ID,,no,199.1,394-4512,139,33.69,11.82,yes,2.38,139.1,1,198.2,0
1335,94,22,3,23,5.8,510,59,CO,12.7,no,128.8,327-1319,102,30.96,13.99,yes,3.43,164.6,4,,0
1336,87,28,3,0,8.66,415,92,PA,10.1,no,192.4,334-5223,112,28.59,13.74,no,2.73,161.7,3,168.2,0
1337,95,21,5,0,12.83,415,70,KY,11.3,no,285,412-1991,78,15.74,13.76,no,3.05,161.9,3,92.6,1
1338,79,102,0,0,12.17,510,136,VA,8.5,no,270.4,398-5788,110,29.67,20.13,no,2.3,236.8,5,174.5,0
1339,76,100,0,0,9.88,510,74,OH,8.3,no,219.5,385-8997,126,47.26,15.02,no,2.24,176.7,4,278,1
1340,108,94,1,0,6.51,510,95,NV,7.5,no,144.7,379-8805,97,32.4,12.95,no,2.03,152.3,5,190.6,0
1341,123,17,1,35,9.45,408,74,MS,8.1,no,209.9,391-6709,130,33.75,23,yes,2.19,270.6,10,198.5,0
1342,90,97,0,0,10.52,510,127,DE,8.8,no,233.8,354-7397,103,38.27,23.76,no,2.38,279.5,4,225.1,1
1343,93,85,2,0,13.91,415,113,NJ,11.4,no,309.1,366-2273,78,40.27,16.8,no,3.08,197.7,7,236.9,1
1344,109,62,1,0,11.96,415,118,MN,13.2,no,265.7,366-7912,78,42.28,18.7,no,3.56,220,2,248.7,1
1345,93,142,1,0,9.63,415,98,NY,10.9,no,214,337-1151,96,24.72,17.77,no,2.94,209.1,1,145.4,0
1346,95,117,2,0,9.57,510,110,GA,13.3,no,212.7,347-1914,92,25.48,21.77,no,3.59,256.1,13,149.9,0
1347,95,130,1,0,10.52,510,106,KS,12.9,no,233.7,332-9446,75,26.18,17.5,no,3.48,205.9,1,,0
1348,108,22,2,0,9.3,415,148,FL,9.3,no,206.6,378-9506,96,30.91,16.88,no,2.51,198.6,3,181.8,0
1349,116,109,5,35,12.14,510,130,GA,10.6,no,269.7,328-9315,69,39.19,22.59,yes,2.86,265.8,6,230.5,0
1350,86,144,0,38,9.97,510,123,WV,3.7,no,221.5,393-6053,122,17.85,10.35,yes,1,121.8,4,105,0
1351,93,96,5,37,9.72,415,116,CT,10.3,no,216.1,387-5860,86,29.36,10.21,yes,2.78,120.1,5,172.7,1
1352,126,117,5,0,10.22,415,97,IN,13.6,no,227,362-5899,56,20.13,21.19,no,3.67,249.3,3,118.4,1
1353,119,53,0,0,7.92,408,105,OR,9.8,no,176,400-8375,112,44.4,21.32,no,2.65,250.8,2,261.2,1
1354,74,41,3,0,10.19,415,88,NM,10.9,no,226.5,327-8495,119,39.46,27.8,no,2.94,327.1,2,,1
1355,67,161,4,0,7.23,415,97,NY,5.4,no,160.6,351-7269,128,56.59,27.01,no,1.46,317.8,9,332.9,1
1356,124,189,3,0,9.05,415,112,MS,5.6,no,201.1,411-6501,91,38.73,14.41,no,1.51,169.5,4,227.8,0
1357,75,136,0,0,3.32,408,97,PA,9.8,no,73.7,357-4573,92,17.36,18.66,no,2.65,219.5,5,102.1,0
1358,114,105,1,20,15.06,415,91,NH,8.9,no,334.7,381-4076,104,31.77,21.79,yes,2.4,256.3,2,186.9,0
1359,123,108,4,0,11.09,415,86,NY,15.4,no,246.4,344-7197,75,26.21,9.55,no,4.16,,4,154.2,1
1360,92,80,4,31,6.78,408,74,ME,,no,150.7,332-9525,84,28.29,20.26,yes,2.89,238.3,4,166.4,0
1361,106,45,1,0,8.29,510,110,WA,7.4,no,184.2,399-3083,111,13.36,15.92,no,2,187.3,5,78.6,1
1362,150,123,0,0,11.61,408,90,OH,14.9,no,258,420-9575,93,17.85,21.39,no,4.02,251.6,5,105,0
1363,107,111,4,0,13.03,415,99,RI,10.4,no,289.6,351-2535,95,39,18.2,no,2.81,214.1,6,,0
1364,121,105,1,0,6.45,510,89,HI,13,no,143.3,394-3806,82,38.66,22.82,no,3.51,268.5,4,227.4,0
1365,96,84,1,0,8.72,510,113,MS,12.3,no,193.8,380-6722,134,12.8,15.29,no,3.32,179.9,1,,0
1366,107,157,3,28,4.94,415,74,MI,6.8,no,109.7,381-4756,139,32.74,16.62,yes,1.84,195.5,5,192.6,0
1367,129,35,0,0,,415,129,MA,8.7,no,213.1,401-3156,77,17.95,21.95,no,2.35,258.2,3,105.6,0
1368,121,112,4,27,8.54,415,101,CT,11.1,no,189.8,418-5708,99,36.21,19.23,yes,3,226.2,3,213,0
1369,111,182,2,0,11.62,415,120,ND,8,no,258.2,400-3945,91,17.83,16.87,no,2.16,198.5,5,104.9,0
1370,73,77,2,23,9.25,415,63,AR,7.1,no,205.5,408-3610,111,35.65,15.61,yes,1.92,183.6,3,,0
1371,113,35,2,0,7.84,408,122,ME,8.9,no,174.3,345-3934,104,25.38,20.59,no,2.4,242.2,6,,0
1372,104,63,0,0,9.3,408,75,WA,9.1,no,206.6,404-9539,72,25.38,23.26,no,2.46,273.6,4,149.3,0
1373,121,55,2,0,13.63,415,110,WA,,no,302.8,333-2611,136,33,15.01,no,1.89,176.6,7,194.1,0
1374,103,70,0,0,9.37,510,106,TX,11.1,no,208.3,390-5470,86,10.12,21.86,no,3,257.2,6,,0
1375,123,179,0,0,11.97,510,114,MO,10.5,no,266,355-2464,112,48.84,24.48,no,2.84,288,4,287.3,1
1376,105,123,1,28,9.74,408,78,DC,7.8,no,216.4,387-3422,128,21.2,21.28,yes,2.11,250.4,8,,0
1377,125,99,2,42,,415,104,VA,9.3,no,215.5,400-6257,100,36.72,19.75,yes,2.51,,4,216,1
1378,94,112,1,0,6.34,415,112,NM,8.6,no,140.8,354-5764,75,13.87,22.79,no,2.32,268.1,18,81.6,0
1379,106,177,1,27,9.69,415,78,NV,10.4,no,215.4,416-7679,108,39.13,16.67,yes,2.81,196.1,2,,0
1380,90,88,1,0,6.44,415,87,AL,7.5,no,143,352-5393,100,30.92,12.88,no,2.03,151.5,3,181.9,0
1381,76,184,0,12,,408,105,WI,10.2,no,149.3,401-5915,93,34.05,21.56,yes,2.75,253.6,5,200.3,0
1382,83,16,5,0,7.73,415,122,WY,10.5,no,171.7,400-3197,80,29.7,23.87,no,2.84,280.8,8,174.7,0
1383,80,52,3,0,11.62,510,101,ME,12.3,no,258.3,380-9674,89,21.98,12.13,no,3.32,142.7,4,129.3,0
1384,113,53,2,0,11.53,415,84,TX,12.9,no,256.2,380-9409,108,20.35,16.12,no,3.48,189.7,7,119.7,0
1385,88,123,0,0,10.17,415,111,IA,10,no,226,420-6052,100,34.75,11.69,no,2.7,137.5,4,204.4,0
1386,127,112,1,0,7.67,510,71,LA,11.3,no,170.5,410-2518,120,29.67,22.04,no,3.05,259.3,7,174.5,0
1387,66,41,1,0,11.79,415,75,AK,11.1,no,261.9,378-7733,76,27.08,10.7,no,3,125.9,5,159.3,0
1388,110,108,0,41,8.25,415,78,NJ,10.8,no,183.4,333-1012,103,29.17,11.57,yes,2.92,136.1,7,171.6,0
1389,91,88,1,31,9.35,415,120,ID,11.4,no,207.8,341-4570,104,30.87,18.12,yes,3.08,,4,181.6,0
1390,120,116,0,0,10.5,408,90,SC,13.4,no,233.4,373-6922,99,48.96,21.74,no,3.62,255.8,4,288,1
1391,109,143,1,33,7.03,408,112,GA,9.5,no,156.3,359-5160,95,40.66,20.02,yes,2.57,235.5,4,239.2,0
1392,119,53,1,27,10.26,415,96,WY,6.5,no,228.1,337-4339,64,4.4,17.55,yes,1.76,206.5,7,,0
1393,109,196,2,0,7.79,415,114,MO,9.1,no,173.1,393-2373,70,39.78,21.21,no,2.46,249.5,5,234,0
1394,114,72,2,0,9.45,415,97,MO,12,no,210.1,385-2564,120,28.2,20.05,no,3.24,235.9,5,165.9,0
1395,114,74,1,0,7.65,415,48,NV,,no,170,355-6837,115,48.03,18.69,no,2.54,219.9,4,282.5,1
1396,95,85,1,0,6.67,415,139,WI,10.7,no,148.2,360-4320,105,17.34,22.97,no,2.89,270.2,3,102,0
1397,95,115,1,0,6.83,510,104,WV,15.3,yes,151.7,420-9971,121,42.48,20.61,no,4.13,242.5,6,249.9,1
1398,112,141,3,23,,510,118,GA,7.6,no,220.3,403-8904,115,25.45,13.81,yes,2.05,,2,149.7,0
1399,148,115,3,0,,510,87,NH,15.4,no,240.3,399-8859,96,18.65,19.02,no,4.16,223.8,8,109.7,0
1400,103,122,1,33,7.41,408,105,NM,13.5,no,164.6,370-9755,116,29.73,21.1,yes,3.65,248.2,3,174.9,1
1401,93,134,0,0,11.11,510,117,WY,12.3,no,246.8,366-1084,98,50.32,19.24,no,3.32,226.4,10,296,1
1402,114,129,4,0,9.57,510,98,WY,11.4,no,212.6,379-3132,86,24.43,25.31,no,3.08,297.8,8,143.7,0
1403,77,146,0,0,8.37,510,128,HI,7.4,no,186,390-2433,83,32.18,13.25,no,2,155.9,3,189.3,0
1404,100,132,1,0,8.83,408,118,MO,10.2,no,196.2,412-9190,122,35.05,17.95,no,2.75,211.2,6,,0
1405,107,1,1,0,9.84,415,66,MS,13.8,no,218.7,408-3977,79,24.62,9.56,no,3.73,112.5,3,144.8,0
1406,125,97,2,0,6.45,408,111,ID,8.7,no,143.3,328-3266,81,40.77,18.26,no,2.35,214.8,5,239.8,0
1407,111,96,1,0,9.22,415,105,MA,9.1,no,204.8,359-9369,91,29.56,24.43,no,2.46,287.4,7,173.9,0
1408,120,113,2,0,12,510,85,NM,11,no,266.7,366-9211,105,25.52,17.01,no,2.97,200.1,3,150.1,0
1409,120,148,1,0,13.98,408,99,NY,11.2,no,310.7,407-7464,105,35.43,14.82,no,3.02,174.4,4,208.4,0
1410,117,96,2,0,10.28,415,67,UT,9.3,no,228.5,404-3211,68,27.23,22.74,no,2.51,267.5,5,160.2,0
1411,103,121,3,0,9.94,510,117,MD,9.8,no,220.8,369-5526,103,32.42,15.6,no,2.65,183.5,4,190.7,0
1412,83,99,1,0,11.51,408,121,ID,8.4,no,255.7,354-7025,114,27.15,13.21,no,2.27,155.4,3,159.7,0
1413,102,66,2,0,11.7,415,109,WA,9.2,no,259.9,336-5900,95,34.87,19.78,no,2.48,232.7,6,205.1,0
1414,82,113,1,0,6.27,415,115,SD,9.2,yes,139.4,406-4560,97,34.73,16.05,no,2.48,188.8,7,204.3,0
1415,109,20,0,0,,415,84,MO,6.3,no,181.5,353-2630,102,32.3,21.95,no,1.7,258.2,6,190,0
1416,81,130,2,0,9.11,510,110,DC,,no,202.5,330-4364,103,22.51,17.03,no,1.62,200.3,1,132.4,0
1417,55,64,1,0,12.39,415,79,NY,13.3,yes,275.4,345-9140,102,58.96,21.21,no,3.59,249.5,9,346.8,1
1418,75,132,2,33,8.95,408,67,HI,12.9,yes,198.8,361-8113,91,34.05,19.26,yes,3.48,226.6,3,200.3,0
1419,82,40,0,0,6.93,408,97,NY,9.6,no,154,416-7591,86,41.23,19.8,no,2.59,232.9,7,242.5,0
1420,131,93,0,0,,415,108,MA,10.4,no,290,341-7412,66,29.41,16.18,no,2.81,,2,173,0
1421,90,163,1,0,9.5,415,113,SD,7.8,yes,211.1,379-7290,94,33.52,16.02,no,2.11,188.5,8,197.2,0
1422,121,80,1,0,,415,51,WI,9.3,no,364.3,398-5006,106,40.78,12.1,no,2.51,142.3,5,239.9,0
1423,103,83,3,0,5.51,415,103,WA,9.8,no,122.5,369-4384,100,37.64,19.7,no,2.65,231.8,5,221.4,0
1424,122,152,2,0,8.93,408,87,MO,,no,198.5,404-4611,124,17.2,12.04,no,2.03,141.6,3,101.2,0
1425,75,27,1,0,,510,117,GA,9.9,no,65.8,403-6850,71,12.36,17.73,no,2.67,208.6,3,72.7,0
1426,93,78,2,13,10.99,415,101,MS,6.4,no,244.2,410-5236,129,47.8,15.15,yes,1.73,178.2,5,281.2,0
1427,103,72,1,0,10.93,415,120,NJ,11.8,no,242.9,422-9964,96,29.84,11.25,no,3.19,132.3,3,175.5,0
1428,112,79,1,0,4.34,408,132,AR,5.3,no,96.4,406-2752,87,25.87,15.06,no,1.43,177.2,3,152.2,0
1429,123,40,6,0,9.54,510,108,MN,11.3,no,212,350-7114,64,13.89,17.87,no,3.05,210.2,3,81.7,1
1430,107,147,3,33,9.6,510,110,NY,10.4,no,213.4,421-7205,87,42.76,19.9,yes,2.81,234.1,6,251.5,0
1431,146,155,2,0,6.66,408,105,MN,10,yes,148.1,374-9531,104,42.64,12.96,no,2.7,152.5,5,250.8,0
1432,74,121,5,0,6.48,408,98,DE,10.1,no,144,420-3857,103,36.65,16.4,no,2.73,192.9,4,215.6,0
1433,92,64,1,37,7.47,510,103,SC,13.3,no,165.9,349-6567,99,26.28,7.09,yes,3.59,83.4,3,154.6,0
1434,112,86,3,33,4.27,415,94,OK,11.9,no,95,395-3852,98,43.03,17.86,yes,3.21,,4,253.1,0
1435,116,31,1,28,11.05,408,125,NY,,no,245.5,401-7335,80,29.21,20.46,yes,2.86,240.7,7,171.8,0
1436,71,118,0,0,7.18,408,73,VA,12.8,no,159.6,404-2877,81,26.32,20.74,no,3.46,244,4,154.8,0
1437,113,127,3,27,10.92,510,102,OK,9.2,no,242.7,403-1128,156,0.44,21.59,yes,2.48,254,5,2.6,0
1438,117,143,0,0,10.04,415,136,FL,12.2,no,223,343-6314,100,20.25,24.45,no,3.29,287.7,4,119.1,0
1439,92,68,3,24,,415,98,OH,14.2,yes,214.5,369-8574,108,21.37,23.45,yes,3.83,275.9,6,,1
1440,89,102,2,0,7.67,510,77,MI,9.1,no,170.5,336-4656,140,17.44,20.91,no,2.46,246,4,,0
1441,84,116,1,0,10.79,408,113,MN,12,no,239.8,408-6266,145,33.64,14.29,no,3.24,168.1,6,,0
